,fire_name,fire_year,fire_size,fire_type,avg_dis_from_odessa,distance_category,smoke_density_estimate
19913,New (2),1992,23.43554804747323,Wildfire,563.8850276111614,12.0,0.04708066444856034
19918,BRIDGE (2),1992,21.490755160148268,Wildfire,171.69453039100392,4.0,0.1417924963853772
19922,Seep (3),1992,20.584131020451714,Wildfire,362.4654551474959,8.0,0.06433153998666388
19938,STOOPS (3),1992,19.100506522191054,Wildfire,630.8775149087339,13.0,0.03429713697721454
19942,HEASTON (3),1992,18.3148235034913,Wildfire,627.9727498413042,13.0,0.03303847341352281
19945,River (2),1992,17.108812369690153,Wildfire,583.805468165869,12.0,0.033197833129978725
19946,No Fire Name Provided (2),1992,16.872841949480193,Wildfire,349.7151142612235,7.0,0.05465524791879111
19947,Intake (2),1992,16.709471971801527,Wildfire,566.724816217815,12.0,0.03340015855381452
19950,Fence (3),1992,15.73587292739109,Wildfire,479.4974987180503,10.0,0.03717598860936287
19954,unknown (3),1992,15.419629692109483,Wildfire,365.4713250701868,8.0,0.04779458212552852
19955,unknown (3),1992,15.415721865976046,Wildfire,355.69375022849994,8.0,0.049095949577642475
19962,Gary (3),1992,14.50440310113421,Wildfire,350.8375053950242,7.0,0.04683298930512982
19979,FRIJOLES (3),1992,11.788232084700635,Wildfire,344.42418291211555,7.0,0.038771541956034355
19980,BRENDA (3),1992,12.27061620644255,Wildfire,635.6200674183672,13.0,0.021868893280569564
20047,SOLO (3),1992,4.608382015946242,Wildfire,621.7541024924986,13.0,0.00839629804051367
20054,TWOSOTOL (3),1992,4.097666679721905,Wildfire,142.35500656875618,3.0,0.032607831276945505
20062,FLASH (3),1992,3.966151184193558,Wildfire,144.85958164451228,3.0,0.031015591701555007
20063,VENUS (3),1992,3.7614525899396543,Wildfire,144.79817147537568,3.0,0.029427308843921703
20064,CURVE (3),1992,3.7466861317673192,Wildfire,144.8926277430994,3.0,0.02929267658233083
20069,QUAIL (3),1992,3.2707943168647007,Wildfire,150.6422462034114,3.0,0.02459599999637676
20070,FORK (3),1992,3.142288436154061,Wildfire,142.91592922611818,3.0,0.024907115941210586
20091,YUCCA (3),1992,2.0707665326246047,Wildfire,602.9422550063244,13.0,0.0038905719300005013
20112,HASTY #1 (3),1992,1.198348540810659,Wildfire,601.977770193052,13.0,0.0022550736482374223
20142,211 BRAVO (3),1992,0.7007001210156628,Wildfire,630.6391992275879,13.0,0.0012586624123750339
20197,HASTY #2 (3),1992,0.2193864236128499,Wildfire,602.413833668907,13.0,0.00041254644085003325
20233,SAND CASTL (3),1992,0.1734634449967943,Wildfire,441.9475043821928,9.0,0.00044462646996983165
20245,GUARDRAIL (3),1992,0.1012900239520699,Wildfire,619.2373251551891,13.0,0.00018529665541308928
20385,Straw (3),1993,39348.55099848106,Wildfire,366.7196196255701,8.0,125.74070416092295
20391,LINCH (4),1993,27351.725833387416,Wildfire,374.45429155001864,8.0,85.59870839861733
20396,ESCONDIDO (3),1993,23622.16017075633,Wildfire,207.85311691206266,5.0,133.1816398106588
20402,Unnamed  (2),1993,16493.911800152182,Wildfire,557.5335264248115,12.0,34.66841360150922
20404,SNF ASSIST (2),1993,15691.863901237797,Wildfire,388.9064446583153,8.0,47.283616051719406
20408,Bell (2),1993,12935.704249550241,Wildfire,355.96119305759026,8.0,42.58618274433398
20410,Buchanon (2),1993,11553.928095982666,Wildfire,368.0968056165961,8.0,36.783148565495814
20413,Stone (3),1993,11147.200397858524,Wildfire,337.8809459221921,7.0,38.66191812203777
20421,PINE (4),1993,6269.406050416144,Wildfire,145.4216106170378,3.0,50.52179097836674
20423,Iron (3),1993,7894.111177199475,Wildfire,374.3866496311819,8.0,24.709512331419806
20433,Blackhawk (2),1993,4435.763676515928,Wildfire,333.52187721095225,7.0,15.5856659295824
20435,Burgett (3),1993,4288.533306469771,Wildfire,198.3335987844588,4.0,25.339251641275947
20436,SHILOH (2),1993,8303.263360025818,Wildfire,207.19452697925925,5.0,46.96256649194355
20437,QUEMADO (4),1993,4252.125183845544,Wildfire,344.1206459940417,7.0,14.480268062455266
20443,MAYDAY (4),1993,3462.7279564005225,Wildfire,201.18747553449984,5.0,20.169666690862236
20447,ELPASODRAW (3),1993,3188.7037798914703,Wildfire,201.11399053403133,5.0,18.58031970892648
20448,Clear (3),1993,3112.1318712076363,Wildfire,367.88986350243505,8.0,9.913373262993721
20450,Edwards (3),1993,3038.361679466465,Wildfire,539.4761437180174,11.0,6.600069594524774
20459,FRIJOLES (4),1993,2622.341289256976,Wildfire,342.75744966406097,7.0,8.965687547739497
20460,STONE (2),1993,2609.898478165732,Wildfire,358.6428357711277,8.0,8.527912658632529
20473,BEAR (4),1993,1872.8799172619256,Wildfire,132.14998296405165,3.0,16.608259069078795
20476,Whiskey (3),1993,1730.0598527701175,Wildfire,337.90190855551396,7.0,6.0000072169817225
20487,49 ER (2),1993,1153.0769697083037,Wildfire,404.353084868232,9.0,3.34178747348313
20488,PLUM (4),1993,1152.429718278466,Wildfire,257.54417983555254,6.0,5.2437743961828325
20501,COCKLEBURR (3),1993,926.6474490761158,Wildfire,206.45173044404694,5.0,5.25989768673981
20520,ARMENDARIS (2),1993,657.2876386886442,Wildfire,285.3059503705523,6.0,2.699764763363157
20532,NW Ruby Le (2),1993,559.8417710218217,Wildfire,628.5845033608184,13.0,1.0437173870950567
20541,Daddy (2),1993,509.36495178987553,Wildfire,588.45828792715,12.0,1.014365954435596
20565,SPUD ROCK (3),1993,358.39264495691503,Wildfire,480.537317456415,10.0,0.8740036737042348
20569,Trick (2),1993,344.51401306836067,Wildfire,594.0506386681845,12.0,0.6796177510550458
20574,Iron (2),1993,314.80108178915617,Wildfire,553.4577350001499,12.0,0.6665504778274849
20585,Snowtop (3),1993,277.7962776247184,Wildfire,614.6768346307016,13.0,0.5296157175616568
20588,Miller (3),1993,271.1153579566413,Wildfire,340.94992812617363,7.0,0.9318474177471139
20592,South lake (2),1993,332.51114147992047,Wildfire,477.83519244379596,10.0,0.8154725731458442
20594,OAKS (3),1993,261.10549509802433,Wildfire,354.19733534209377,8.0,0.863877199337116
20595,Melon (2),1993,260.0116875833253,Wildfire,585.1114085892262,12.0,0.5207575718295776
20596,Coyote Wsh (2),1993,258.82586855072515,Wildfire,627.9044969443308,13.0,0.4830536589305113
20598,UNIT 49 (2),1993,482.3798787908535,Wildfire,351.21267581031725,8.0,1.6095345054212462
20599,CORRALITOS (2),1993,255.52967110501132,Wildfire,285.704590550447,6.0,1.0481064821158739
20603,PORTER (3),1993,241.91220234836743,Wildfire,372.49065864870533,8.0,0.7610683799572872
20608,PISTOL (3),1993,225.28757106455308,Wildfire,483.7699320309924,10.0,0.545732288968219
20616,Whipsaw (3),1993,215.30692574385296,Wildfire,639.0721310409451,13.0,0.3948111509652298
20625,Roatcap wildfire 1 (2),1993,181.13392873740676,Wildfire,569.2527519579454,12.0,0.372885896482816
20626,Brigham (3),1993,180.9416418125824,Wildfire,421.108247824135,9.0,0.5035308322616219
20630,FINALLY (3),1993,167.82779261938583,Wildfire,637.6355119456073,13.0,0.3084414070285027
20634,DOME (3),1993,165.04735701307234,Wildfire,351.7857955125218,8.0,0.5498086448257675
20635,unknown (3),1993,164.5458950125749,Wildfire,364.25191343039916,8.0,0.529378744786488
20649,WALHALLA (3),1993,141.2561825607195,Wildfire,626.3835380334478,13.0,0.26427033740069955
20657,Buds (3),1993,129.82154199994616,Wildfire,371.46425195310786,8.0,0.4095538634775326
20698,Outlaw (3),1993,72.43387295291402,Wildfire,231.9600145657556,5.0,0.3659399876552151
20703,Utahline (2),1993,67.65160655909902,Wildfire,625.3025115780656,13.0,0.12678539581804735
20709,BUTT'S POINT (2),1993,62.12412985762683,Wildfire,580.0931327024076,12.0,0.12550004572154505
20710,Grassy Mtn (2),1993,61.22420621067485,Wildfire,622.2867360568515,13.0,0.11529591182959081
20715,LEETOWN S (2),1993,115.02383560253472,Wildfire,569.7049847896575,12.0,0.2366023835941824
20716,SAWMILL (3),1993,55.213894214096875,Wildfire,391.9833120228914,8.0,0.1650676962451048
20719,Hide (2),1993,53.539580920632496,Wildfire,588.1251598281198,12.0,0.10668085754008984
20733,Wolfe (3),1993,44.048807377079626,Wildfire,525.8630019468739,11.0,0.09816187097001769
20739,Bench (2),1993,40.388578987620654,Wildfire,581.7924785010368,12.0,0.08135266052779266
20741,706 Fire (3),1993,39.30855419564818,Wildfire,555.0541020921571,12.0,0.08299139088314848
20742,BARLEY (3),1993,38.71552478787865,Wildfire,373.36453245067634,8.0,0.12151597612392094
20745,Dodson (3),1993,36.712545611107785,Wildfire,486.84868251142154,10.0,0.08836937622195912
20746,Hostetter (2),1993,36.46358744706609,Wildfire,586.2108087380399,12.0,0.07289317409810107
20751,Pole (3),1993,34.21519618163461,Wildfire,352.7471725655339,8.0,0.11366762413355412
20753,Skeleton PNF (2),1993,31.78840132859205,Wildfire,388.8727783466761,8.0,0.09579491000970503
20759,Spring Creek wildfire 1 (2),1993,30.62089326441057,Wildfire,547.5790423923711,11.0,0.06553183470546037
20762,Westwater (3),1993,30.052677832697558,Wildfire,630.3629243644859,13.0,0.05586937377495389
20766,TRASH (2),1993,29.380423994391485,Wildfire,390.69675295903363,8.0,0.08812508450009486
20775,MAC (2),1993,25.21041671541325,Wildfire,332.11348306243104,7.0,0.08895590993763206
20782,JULY (3),1993,21.69417078717893,Wildfire,379.4873905056822,8.0,0.06699262485994156
20787,No Fire Name Provided (2),1993,19.985602253460883,Wildfire,417.77695406934845,9.0,0.05606012350046189
20803,Fruitland Fire 1993 (2),1993,15.565401402363813,Wildfire,559.280545423531,12.0,0.03261458836295084
20804,No Fire Name Provided (3),1993,15.563640056422777,Wildfire,303.76360922892354,7.0,0.06004221749082315
20806,County Line Fire (3),1993,15.273325098283896,Wildfire,518.8514724068242,11.0,0.034496245652970874
20817,Tadpole (3),1993,12.705652424747253,Wildfire,353.97715494929133,8.0,0.04206326941461423
20825,Bee (3),1993,10.594577603650672,Wildfire,425.8429775709022,9.0,0.029155161134977195
20826,BELL (2),1993,10.280608967374496,Wildfire,287.0676155713958,6.0,0.04196777337513945
20857,RIDGE (3),1993,5.227520243658786,Wildfire,144.08136559074092,3.0,0.04251764452967758
20872,BONE (3),1993,4.140931322785375,Wildfire,148.44057654128346,3.0,0.032690885517677286
20875,Boundry  (2),1993,3.9863167310095893,Wildfire,353.7101471382241,8.0,0.013207042424277216
20876,FRIJOLES93 (3),1993,3.985407203042005,Wildfire,354.451942517563,8.0,0.013176395741810423
20928,LENA A (3),1993,1.3053668473696618,Wildfire,602.1451914151761,13.0,0.002540461662852645
21115,RINCON (5),1994,22053.48058286391,Wildfire,479.0924434937256,10.0,55.74161522683568
21124,Unnamed  (2),1994,14405.998471568199,Wildfire,561.501667298931,12.0,31.06805338278259
21126,ORGAN (2),1994,13809.728419536883,Wildfire,246.1355169062485,5.0,67.94110097651013
21171,MARCUS (4),1994,7029.998160042085,Wildfire,148.30603744074006,3.0,57.40082159721605
21186,Armer (3),1994,5698.7881376932855,Wildfire,520.276745846643,11.0,13.263856813854348
21187,Mule (5),1994,5750.387547910677,Wildfire,398.4242986016936,8.0,17.47724711001973
21188,Big Rocks Complex (3),1994,5407.2956350930335,Wildfire,231.58900577751083,5.0,28.27378197914577
21190,Pigeon (3),1994,5210.633681799944,Wildfire,332.1024920916316,7.0,18.99941094785183
21194,Bridge (3),1994,4965.332241786426,Wildfire,204.6790403584223,5.0,29.37627126357999
21202,ESTUFA (4),1994,3994.5481010462995,Wildfire,181.33787382916142,4.0,26.674781108704487
21203,Wake wildfire 1 (2),1994,3845.556082649883,Wildfire,567.7807181733498,12.0,8.201631228012383
21206,Bitter Creek (4),1994,3659.1331858265744,Wildfire,638.6786445778314,13.0,6.937732504177842
21210,Two Road (3),1994,3530.4781293861124,Wildfire,628.9906525247857,13.0,6.796902851644571
21224,PUEBLO (2),1994,3085.1715897282315,Wildfire,378.39584430248834,8.0,9.873126325747977
21229,Ute Creek (2),1994,3005.8707649201706,Wildfire,626.6443427730252,13.0,5.808592499675568
21232,Willow Basin (4),1994,3475.1879702009687,Wildfire,591.2161991166723,12.0,7.1179298519775
21234,MAGDELENA (2),1994,2886.701592679988,Wildfire,207.2479742683456,5.0,16.866824499619888
21235,PRATHER (3),1994,2868.8388150836354,Wildfire,195.31527458033597,4.0,17.786547980462434
21236,S Canyon (3),1994,3064.5352848716116,Wildfire,408.9314063826715,9.0,9.0747754723724
21252,Glass (3),1994,2333.038688016168,Wildfire,350.0224399548052,7.0,8.071379756778919
21258,So. Canyon (2),1994,2197.1493827891845,Wildfire,601.5200897322757,13.0,4.423145005689604
21267,RAPID (2),1994,2073.1143806998516,Wildfire,385.35926658986295,8.0,6.514471463457897
21273,Lost (2),1994,2010.7160221260435,Wildfire,589.4510657809051,12.0,4.13071003581538
21281,Aeroplane (2),1994,1845.9203896483273,Wildfire,368.96185248633435,8.0,6.058334233679517
21283,WESTEX (4),1994,1769.0303282199093,Wildfire,128.97552834416945,3.0,16.60923735363506
21286,Pancho (3),1994,1759.5730053005252,Wildfire,206.21939980078324,5.0,10.332359313258037
21289,Tangle (3),1994,1728.0174920870659,Wildfire,569.6864561450875,12.0,3.673110285934653
21297,Buniger Cn (2),1994,1655.7587560605343,Wildfire,630.9714124830975,13.0,3.1776722827688557
21300,Wray wildfire 1 (2),1994,1627.6926740109127,Wildfire,581.3313051268397,12.0,3.3905521344752514
21314,Cisco Mesa (3),1994,1377.7722300864011,Wildfire,632.0800582949006,13.0,2.639532821793045
21316,Camp (3),1994,1319.7404534725038,Wildfire,559.6508280502982,12.0,2.8555719482170225
21320,MOTHERS DY (3),1994,1270.2085258404275,Wildfire,490.2254498100504,10.0,3.137624000051167
21321,Rr1 (3),1994,1291.3615352148252,Wildfire,627.4262345653632,13.0,2.4923377807631275
21324,Hourglass (3),1994,1253.8479862345007,Wildfire,625.6802728423232,13.0,2.4266891761400853
21330,Bear WF (3),1994,1776.3817115329325,Wildfire,351.0133767968134,8.0,6.128220093602252
21332,LOCO (2),1994,1185.6983331117012,Wildfire,87.04539799906334,2.0,16.494916540767623
21345,Spud Patch (2),1994,1084.9572208326128,Wildfire,562.8236525942336,12.0,2.33432866324327
21349,Westwater 3 (3),1994,1059.3066535329453,Wildfire,633.0110684088756,13.0,2.0264324192416683
21352,Thompsom (3),1994,1027.0100503348674,Wildfire,642.7125152210762,13.0,1.9349941900533825
21366,BIG ROCKS (2),1994,929.1247546346766,Wildfire,169.88091281404968,4.0,6.622945385259187
21388,CALVIN (2),1994,796.0564980106835,Wildfire,256.3176922310214,6.0,3.760858866858763
21396,HORSESHOE (2),1994,767.5282721212631,Wildfire,348.3662517467081,7.0,2.667964426409524
21413,Small (2),1994,694.6514477060986,Wildfire,542.9194264815104,11.0,1.549363398005525
21418,Coal Bed (3),1994,677.240838671301,Wildfire,556.6734776063657,12.0,1.4732089116313785
21426,Goat (3),1994,1020.5352650215506,Wildfire,357.2534104387071,8.0,3.4591815959698367
21427,Long Cyn (2),1994,654.0268931753548,Wildfire,638.9483671098984,13.0,1.2395143828864512
21428,TUBE (2),1994,653.7571516744246,Wildfire,380.4403546143215,8.0,2.0809018844972633
21459,Tennessee PNF (2),1994,558.7801193078183,Wildfire,386.7623208708199,8.0,1.7495184101719006
21463,CRACKER (2),1994,545.403948112873,Wildfire,103.36790596040822,3.0,6.3893148195426965
21488,JEMINA (2),1994,459.85102272575494,Wildfire,111.22343369807325,3.0,5.006596445705806
21495,Divide Ck (2),1994,442.24793576448855,Wildfire,604.070397004861,13.0,0.8865433770138896
21497,North Fork Fire (2),1994,436.06102240090513,Wildfire,566.7106157663882,12.0,0.9317676952274846
21498,FRANKLIN (2),1994,432.0986920477166,Wildfire,392.539630403799,8.0,1.332972442459578
21504,Wolfden (2),1994,412.2703061658199,Wildfire,547.8960620698338,11.0,0.9111829933339458
21506,Crossing (3),1994,406.5511537282767,Wildfire,555.5179337364655,12.0,0.8862144816937326
21509,Battlement (3),1994,403.1031397245979,Wildfire,610.9821806958548,13.0,0.7989311696526324
21512,MITCHELL LAKES (2),1994,400.41098346336787,Wildfire,494.5499075459711,10.0,0.9804322433173249
21522,Eggers (3),1994,370.64984447301924,Wildfire,633.5753991675326,13.0,0.708414178693299
21527,Dagger (3),1994,357.1400687941439,Wildfire,509.77294289805303,11.0,0.8483665288251616
21538,Wheat Field (3),1994,337.2647180702853,Wildfire,566.7920202752794,12.0,0.7205579470576903
21539,Sunset (3),1994,337.08633526590387,Wildfire,412.6411821524946,9.0,0.9892141205629973
21545,Rr3 (3),1994,420.3453657126128,Wildfire,626.7727988445605,13.0,0.8121155979183645
21553,Missouri Fire (2),1994,305.6818371770661,Wildfire,556.8468836173996,12.0,0.6647457507563883
21560,12 CORNERS (2),1994,280.4200797500464,Wildfire,570.2707172954657,12.0,0.5954561228967766
21571,NANKOWEAP (3),1994,272.97514760807553,Wildfire,631.3566551007591,13.0,0.5235643595994092
21572,Horsethief (3),1994,271.7819432557601,Wildfire,606.0958350557095,13.0,0.5430014988983081
21579,Peeples wildfire 1 (2),1994,255.71179628813277,Wildfire,586.3020327252409,12.0,0.5281424692975144
21591,Pyramid Ro (2),1994,240.35677497662402,Wildfire,617.940937080569,13.0,0.4710110865503425
21594,Black (3),1994,233.584126215053,Wildfire,427.10163150902036,9.0,0.6622680808761249
21595,QUEMADOR (3),1994,230.48485630568797,Wildfire,372.9002120865707,8.0,0.7484649958254084
21605,Moss (3),1994,222.33944914835638,Wildfire,383.78846462270354,8.0,0.7015301436112016
21613,RITO (3),1994,211.80074610838514,Wildfire,321.44413114336265,7.0,0.7978912698712015
21622,Colbert Fl (2),1994,203.88225091872434,Wildfire,604.4326946758109,13.0,0.40846344910960214
21624,TUBE (3),1994,202.97850194590958,Wildfire,394.1849052141573,8.0,0.6235507155368797
21644,UNIT  27 (2),1994,170.52644682055893,Wildfire,356.7324794210954,8.0,0.5788563730778683
21645,Horsefly 2 Fire (2),1994,169.9567154001427,Wildfire,551.5628336983287,12.0,0.3731342060792736
21650,BLUE WATER (2),1994,166.556632232086,Wildfire,224.72983870660804,5.0,0.8974761562787128
21652,Castle (3),1994,165.706414262675,Wildfire,417.7858108707879,9.0,0.4802942220631516
21663,Beaver wildfire 1 (2),1994,158.1965540508575,Wildfire,585.4012658016957,12.0,0.32723902536940047
21675,DRAW (2),1994,148.50306567385553,Wildfire,214.57490140468343,5.0,0.8380660082433546
21676,Pueblo (3),1994,148.17701571327638,Wildfire,400.9546784695125,8.0,0.4475146808367751
21692,Mule (3),1994,142.0562477536878,Wildfire,186.2845831082559,4.0,0.9234324958295894
21700,GARVEY GULCH (2),1994,184.47129364878603,Wildfire,586.3695723985053,12.0,0.38095975246309743
21702,Spruce (3),1994,131.60016043156304,Wildfire,381.9311045753441,8.0,0.4172468996726052
21704,WAG1 (2),1994,131.25797321287538,Wildfire,223.39586865556063,5.0,0.7114957089136389
21705,EASTER 2 (3),1994,224.63261391581474,Wildfire,638.7635152525844,13.0,0.4258478285287152
21714,Alkali wildfire 1 (2),1994,121.1735643713295,Wildfire,580.8820596205474,12.0,0.25260482859766475
21723,Upper (3),1994,116.34873632335197,Wildfire,332.01971852403614,7.0,0.42434542297029093
21725,JERKY FIRE (3),1994,193.61808041412343,Wildfire,636.2427408942565,13.0,0.3685061992564953
21728,MATHER 22 (3),1994,109.42979922532591,Wildfire,637.9892217895972,13.0,0.2077035833422269
21729,Sunnyside (4),1994,109.33131048401454,Wildfire,602.2256936329882,13.0,0.2198401449638585
21734,Hollingshead (2),1994,104.40042546363053,Wildfire,558.9372975096954,12.0,0.22618349280524105
21747,Hunter Cn. (2),1994,96.52018466311199,Wildfire,619.175327479165,13.0,0.1887670679504266
21752,RAILROAD (2),1994,93.64907899515416,Wildfire,200.38940507243495,4.0,0.5659140589528799
21753,Sewemup Ms (2),1994,93.35857874982482,Wildfire,589.2326021932229,12.0,0.19186209916774744
21754,Salt Creek #2 (2),1994,92.89814887227257,Wildfire,583.7896320613075,12.0,0.19269587188935186
21755,Hells Canyon (3),1994,92.56651989335778,Wildfire,604.5175207779042,13.0,0.18542435302639462
21758,CROSBY (3),1994,88.71483227033023,Wildfire,166.55585411761464,4.0,0.6449975461474436
21763,Pocket (2),1994,84.50466328338139,Wildfire,583.6146043083002,12.0,0.17533808259647818
21765,Benton (3),1994,81.94754738335244,Wildfire,407.4854583534768,9.0,0.24352613357173478
21775,FLAG (3),1994,77.86157803015475,Wildfire,200.60928236967868,4.0,0.46999572269115214
21781,UNIT 44 (2),1994,76.25909790463209,Wildfire,349.97708963381916,7.0,0.2638601328604422
21785,Dutchman (3),1994,74.28142646434272,Wildfire,352.27011573663344,8.0,0.25534429643874235
21794,Halleluja wildfire 1 (2),1994,109.8835859004096,Wildfire,553.0138114725203,12.0,0.24061271534425177
21806,Highline (2),1994,64.11227654735366,Wildfire,634.4468507817085,13.0,0.12236794900298587
21837,Hackberry (2),1994,51.512678012250674,Wildfire,571.9464740007161,12.0,0.1090637609742161
21840,TAILHOLT (2),1994,50.97097015608304,Wildfire,187.6454379695406,4.0,0.32893237289041305
21842,Animas WF (3),1994,49.94404172583466,Wildfire,326.66530910133696,7.0,0.18514091133140892
21845,EASTER 1 (3),1994,77.80827144628284,Wildfire,637.4937860755786,13.0,0.14779901508453713
21846,Verde (2),1994,49.663943455200254,Wildfire,578.3176744881658,12.0,0.1039911698721776
21847,Sonofa Gun (2),1994,49.59391980764587,Wildfire,555.7931439364711,12.0,0.10805303721763014
21854,Miller (3),1994,47.308145358846815,Wildfire,194.71632784057925,4.0,0.2942085438124198
21861,San Arroyo (3),1994,45.89464995465666,Wildfire,644.2582427022368,13.0,0.08626285081951672
21867,Piute (2),1994,44.180145379052874,Wildfire,607.6295583185602,13.0,0.08804607027839627
21878,NMSF #2 (2),1994,40.160519596993545,Wildfire,184.57516156687925,4.0,0.2634800846800994
21893,E. Trail Cr (2),1994,35.67674440440104,Wildfire,639.5666051233778,13.0,0.06754934877950716
21894,Old Highway (3),1994,35.28995833305809,Wildfire,631.2009572002074,13.0,0.067702580979108
21908,Coffee (2),1994,33.041333763091814,Wildfire,589.4144911103851,12.0,0.0678826033414417
21909,SOUTH LONG POINT (2),1994,32.2570411084265,Wildfire,578.1808703874806,12.0,0.0675588950064319
21914,Grogan (3),1994,30.287512879302138,Wildfire,350.9881402497483,7.0,0.10449437152258945
21915,Christmas (3),1994,30.275397653308524,Wildfire,432.1626116867238,9.0,0.08483291556091259
21926,Guzzler (3),1994,29.05331054654591,Wildfire,456.47896724415455,10.0,0.07707199184303373
21935,Jug Gulch (3),1994,28.366156397833503,Wildfire,616.1221727118477,13.0,0.055751349382237525
21938,No Fire Name Provided (3),1994,27.6060275431591,Wildfire,375.3094538773184,8.0,0.0890709616629364
21942,No Fire Name Provided (3),1994,26.41992321805578,Wildfire,305.9514432789451,7.0,0.10456847475203951
21945,Weimer (3),1994,25.82870243350666,Wildfire,521.0736958994588,11.0,0.060024032299472195
21946,Thomas (3),1994,25.6543745524591,Wildfire,418.2916903534183,9.0,0.07426837515794454
21954,Babes (2),1994,24.704072219187797,Wildfire,595.1333029646095,12.0,0.050266196336019316
21962,Ranchman (3),1994,23.74782954362903,Wildfire,225.3289316367665,5.0,0.12762292497949265
21964,Phil (3),1994,23.20576531397286,Wildfire,344.1815515956381,7.0,0.08164508325508152
21966,Ridge (3),1994,22.69941354749974,Wildfire,346.6712812589195,7.0,0.07929001500457646
21972,KELLY (2),1994,22.041366716528426,Wildfire,170.53583656515002,4.0,0.15651090143800633
21978,New Garvey (2),1994,21.465871256425196,Wildfire,627.6989084662118,13.0,0.04141130106167231
21980,Chalk (3),1994,20.875846003212,Wildfire,409.3714442607103,9.0,0.061751607553298844
21985,FLYING H 2 (2),1994,20.31662333877462,Wildfire,184.4608947558355,4.0,0.13337331528648616
21996,Sheephorn (2),1994,19.748402825466147,Wildfire,598.3660185300961,12.0,0.03996564110577096
22020,Rr4 (3),1994,16.10450636539758,Wildfire,627.1197683300538,13.0,0.03109701154658059
22023,Horse (3),1994,15.64084407855278,Wildfire,356.09010522586806,8.0,0.053189022521024025
22026,Mud (3),1994,15.335981653206007,Wildfire,408.63048663609067,9.0,0.04544671993530829
22035,SON OF EIN (3),1994,14.906778854126177,Wildfire,166.4257431464109,4.0,0.10846385407327355
22036,Drake (3),1994,14.847421861086383,Wildfire,430.00406601874766,9.0,0.04181193000422795
22038,DRY MESA 2 (2),1994,14.531897461336385,Wildfire,591.919094765458,12.0,0.029729095982382103
22050,Craig Point Fire (2),1994,12.368250282085018,Wildfire,545.7981099145518,11.0,0.027440875671605202
22052,Sawmill Fire (2),1994,12.071617368369523,Wildfire,544.9627227097716,11.0,0.02682380564366602
22056,Ship (2),1994,11.769454834124062,Wildfire,581.6745728438209,12.0,0.024501800282447236
22061,PICNICAREA (2),1994,11.422705155401491,Wildfire,570.3123295694633,12.0,0.0242536962764966
22064,Little Sal (2),1994,11.275718356231076,Wildfire,623.1265950947087,13.0,0.021912385548113665
22078,CITY (2),1994,10.140141218277307,Wildfire,171.57843165878492,4.0,0.0715653892962891
22090,Saw (3),1994,9.724677412243764,Wildfire,419.06232334391086,9.0,0.028100776180312374
22091,COX CAN #2 (2),1994,9.50448102844617,Wildfire,456.7323406617127,10.0,0.02519929392061298
22095,Limestone (2),1994,9.22573436245091,Wildfire,551.9623452659288,12.0,0.020240126523754023
22100,TRAILER2 (3),1994,8.319748642783855,Wildfire,138.79653276458617,3.0,0.07258607561335008
22109,CAPULIN (3),1994,7.8086239241632125,Wildfire,353.8083352364254,8.0,0.026725643777860037
22118,E OVERLOOK (2),1994,6.708098228456136,Wildfire,571.5703069777048,12.0,0.01421187839773132
22124,SPOTTY SAL (3),1994,5.999281083394212,Wildfire,613.5010807979864,13.0,0.01184146966371004
22133,TRAILER1 (3),1994,5.505871846778244,Wildfire,139.41047790770202,3.0,0.04782471726316121
22134,CHOLLA (3),1994,5.3240012748072205,Wildfire,139.25545971870523,3.0,0.046296445444471736
22136,HOLM (3),1994,5.078309593668702,Wildfire,354.85581249988667,8.0,0.017329617571320347
22157,BOLT (3),1994,6.9449404665607295,Wildfire,144.1646361519661,3.0,0.05833531073016335
22159,Lummis  (2),1994,3.9864091636546477,Wildfire,353.2197651305393,8.0,0.01366654084272161
22160,WYE (3),1994,3.9863345608156697,Wildfire,354.45511528526987,8.0,0.01361865522339192
22161,STORM (3),1994,3.9861925267267733,Wildfire,358.92578154373797,8.0,0.013448546359841222
22162,GRANDE (3),1994,3.9861721339413685,Wildfire,360.44962585965453,8.0,0.013391622496298774
22170,FIREWORK (3),1994,3.786294270840042,Wildfire,145.4196375134766,3.0,0.03152920607555811
22177,Round (3),1994,3.4926353511751405,Wildfire,338.2905311053925,7.0,0.012502162288562586
22178,CLIFF (3),1994,3.4872757241394545,Wildfire,145.34619559615336,3.0,0.029053893910876333
22182,NOTCH (3),1994,3.1749535774417517,Wildfire,143.78395857000928,3.0,0.02673921615401469
22198,Little Mun (2),1994,2.808208604868827,Wildfire,633.1732141593983,13.0,0.0053706711392915475
22216,Stiver (3),1994,2.055031337384219,Wildfire,339.85481865481904,7.0,0.0073222869693697545
22232,GOGGINS (3),1994,1.8317904391077668,Wildfire,614.4596570723367,13.0,0.0036099745676158005
22289,OUT (3),1994,0.8024683404054187,Wildfire,591.4173859450046,12.0,0.00164306804137484
22323,WETHATS (3),1994,0.20206789040755085,Wildfire,627.1299539877281,13.0,0.00039017684370595677
22344,DRIFTPILE1 (3),1994,0.10127445484179286,Wildfire,619.8168197090874,13.0,0.00019786012779960302
22345,DRIFTPILE2 (3),1994,0.10119523368378658,Wildfire,620.7779360679145,13.0,0.0001973992569148818
