"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Texas"	"48"	"Falls County, TX"	"48145"	"1980"	"1980"	"Asthma, unspecified"	"493.9"	1	17940	5.6 (Unreliable)	0.1	31.1	5.6	4.1 (Unreliable)	0.1	22.6	4.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1980"	"1980"	"Chronic airway obstruction, not elsewhere classified"	"496"	7	17940	39.0 (Unreliable)	15.7	80.4	14.7	22.8 (Unreliable)	9.2	47.0	8.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1980"	"1980"	"Postinflammatory pulmonary fibrosis"	"515"	2	17940	11.1 (Unreliable)	1.4	40.3	7.9	7.4 (Unreliable)	0.9	26.6	5.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1980"	"1980"	"Other diseases of lung"	"518.8"	1	17940	5.6 (Unreliable)	0.1	31.1	5.6	4.1 (Unreliable)	0.1	22.6	4.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Bronchopneumonia, organism unspecified"	"485"	2	17986	11.1 (Unreliable)	1.3	40.2	7.9	7.4 (Unreliable)	0.9	26.8	5.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Pneumonia, organism unspecified"	"486"	9	17986	50.0 (Unreliable)	22.9	95.0	16.7	35.0 (Unreliable)	15.1	69.1	12.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Emphysema"	"492"	2	17986	11.1 (Unreliable)	1.3	40.2	7.9	5.9 (Unreliable)	0.7	21.3	4.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Chronic airway obstruction, not elsewhere classified"	"496"	9	17986	50.0 (Unreliable)	22.9	95.0	16.7	29.2 (Unreliable)	13.3	55.4	9.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Due to inhalation of food or vomitus"	"507.0"	1	17986	5.6 (Unreliable)	0.1	31.0	5.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Pneumothorax"	"512"	1	17986	5.6 (Unreliable)	0.1	31.0	5.6	2.9 (Unreliable)	0.1	16.4	2.9	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1981"	"1981"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	17986	5.6 (Unreliable)	0.1	31.0	5.6	4.1 (Unreliable)	0.1	22.7	4.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Bronchopneumonia, organism unspecified"	"485"	3	18292	16.4 (Unreliable)	3.4	47.9	9.5	10.7 (Unreliable)	2.2	31.3	6.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Pneumonia, organism unspecified"	"486"	5	18292	27.3 (Unreliable)	8.9	63.8	12.2	20.1 (Unreliable)	6.5	47.0	9.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Bronchitis, not specified as acute or chronic"	"490"	1	18292	5.5 (Unreliable)	0.1	30.5	5.5	3.3 (Unreliable)	0.1	18.5	3.3	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Emphysema"	"492"	5	18292	27.3 (Unreliable)	8.9	63.8	12.2	15.7 (Unreliable)	5.1	36.7	7.0	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Chronic airway obstruction, not elsewhere classified"	"496"	4	18292	21.9 (Unreliable)	6.0	56.0	10.9	13.4 (Unreliable)	3.7	34.4	6.8	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Due to inhalation of food or vomitus"	"507.0"	1	18292	5.5 (Unreliable)	0.1	30.5	5.5	3.7 (Unreliable)	0.1	20.6	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1982"	"1982"	"Pulmonary insufficiency following trauma and surgery"	"518.5"	1	18292	5.5 (Unreliable)	0.1	30.5	5.5	4.0 (Unreliable)	0.1	22.3	4.0	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Bronchopneumonia, organism unspecified"	"485"	1	18477	5.4 (Unreliable)	0.1	30.2	5.4	7.7 (Unreliable)	0.2	43.2	7.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Pneumonia, organism unspecified"	"486"	4	18477	21.6 (Unreliable)	5.9	55.4	10.8	18.4 (Unreliable)	3.8	53.7	9.9	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Emphysema"	"492"	3	18477	16.2 (Unreliable)	3.3	47.4	9.4	10.1 (Unreliable)	2.1	29.5	5.8	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Bronchiectasis"	"494"	1	18477	5.4 (Unreliable)	0.1	30.2	5.4	3.1 (Unreliable)	0.1	17.4	3.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Chronic airway obstruction, not elsewhere classified"	"496"	8	18477	43.3 (Unreliable)	18.7	85.3	15.3	28.0 (Unreliable)	12.1	55.2	9.9	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1983"	"1983"	"Due to inhalation of food or vomitus"	"507.0"	1	18477	5.4 (Unreliable)	0.1	30.2	5.4	5.6 (Unreliable)	0.1	31.4	5.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Bronchopneumonia, organism unspecified"	"485"	1	18439	5.4 (Unreliable)	0.1	30.2	5.4	3.3 (Unreliable)	0.1	18.4	3.3	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Pneumonia, organism unspecified"	"486"	5	18439	27.1 (Unreliable)	8.8	63.3	12.1	18.0 (Unreliable)	5.8	42.0	8.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Emphysema"	"492"	2	18439	10.8 (Unreliable)	1.3	39.2	7.7	6.5 (Unreliable)	0.8	23.5	4.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Chronic airway obstruction, not elsewhere classified"	"496"	5	18439	27.1 (Unreliable)	8.8	63.3	12.1	16.6 (Unreliable)	5.4	38.8	7.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Due to inhalation of food or vomitus"	"507.0"	1	18439	5.4 (Unreliable)	0.1	30.2	5.4	3.3 (Unreliable)	0.1	18.4	3.3	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Pulmonary congestion and hypostasis"	"514"	1	18439	5.4 (Unreliable)	0.1	30.2	5.4	3.3 (Unreliable)	0.1	18.4	3.3	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1984"	"1984"	"Postinflammatory pulmonary fibrosis"	"515"	3	18439	16.3 (Unreliable)	3.4	47.5	9.4	10.6 (Unreliable)	2.2	31.1	6.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Bronchopneumonia, organism unspecified"	"485"	2	18002	11.1 (Unreliable)	1.3	40.1	7.9	7.1 (Unreliable)	0.9	25.7	5.0	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Pneumonia, organism unspecified"	"486"	5	18002	27.8 (Unreliable)	9.0	64.8	12.4	17.8 (Unreliable)	5.8	41.6	8.0	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Emphysema"	"492"	2	18002	11.1 (Unreliable)	1.3	40.1	7.9	6.8 (Unreliable)	0.8	24.6	4.8	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Asthma, unspecified"	"493.9"	1	18002	5.6 (Unreliable)	0.1	31.0	5.6	8.3 (Unreliable)	0.2	46.4	8.3	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Chronic airway obstruction, not elsewhere classified"	"496"	3	18002	16.7 (Unreliable)	3.4	48.7	9.6	11.3 (Unreliable)	2.3	33.2	6.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1985"	"1985"	"Other specified alveolar and parietoalveolar pneumonopathies"	"516.8"	1	18002	5.6 (Unreliable)	0.1	31.0	5.6	3.4 (Unreliable)	0.1	19.0	3.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1986"	"1986"	"Pneumonia, organism unspecified"	"486"	5	18078	27.7 (Unreliable)	9.0	64.5	12.4	18.1 (Unreliable)	5.9	42.2	8.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1986"	"1986"	"Chronic airway obstruction, not elsewhere classified"	"496"	3	18078	16.6 (Unreliable)	3.4	48.5	9.6	11.5 (Unreliable)	2.4	33.6	6.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1986"	"1986"	"Pneumoconiosis due to other silica or silicates"	"502"	1	18078	5.5 (Unreliable)	0.1	30.8	5.5	3.4 (Unreliable)	0.1	18.7	3.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1986"	"1986"	"Due to inhalation of food or vomitus"	"507.0"	2	18078	11.1 (Unreliable)	1.3	40.0	7.8	7.0 (Unreliable)	0.9	25.4	5.0	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1987"	"1987"	"Pneumonia due to staphylococcus"	"482.4"	1	17772	5.6 (Unreliable)	0.1	31.4	5.6	4.5 (Unreliable)	0.1	25.3	4.5	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1987"	"1987"	"Pneumonia, organism unspecified"	"486"	9	17772	50.6 (Unreliable)	23.2	96.1	16.9	31.6 (Unreliable)	14.5	60.1	10.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1987"	"1987"	"Emphysema"	"492"	4	17772	22.5 (Unreliable)	6.1	57.6	11.3	19.1 (Unreliable)	3.9	56.0	10.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1987"	"1987"	"Chronic airway obstruction, not elsewhere classified"	"496"	9	17772	50.6 (Unreliable)	23.2	96.1	16.9	33.5 (Unreliable)	15.3	63.6	11.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1987"	"1987"	"Due to inhalation of food or vomitus"	"507.0"	1	17772	5.6 (Unreliable)	0.1	31.4	5.6	3.4 (Unreliable)	0.1	18.9	3.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Pneumonia due to klebsiella pneumoniae"	"482.0"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.7 (Unreliable)	0.1	20.7	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Pneumonia due to staphylococcus"	"482.4"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.7 (Unreliable)	0.1	20.7	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Bacterial pneumonia unspecified"	"482.9"	2	17654	11.3 (Unreliable)	1.4	40.9	8.0	7.3 (Unreliable)	0.9	26.5	5.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Pneumonia due to other specified organism"	"483"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.6 (Unreliable)	0.1	20.1	3.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Bronchopneumonia, organism unspecified"	"485"	2	17654	11.3 (Unreliable)	1.4	40.9	8.0	7.3 (Unreliable)	0.9	26.5	5.2	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Pneumonia, organism unspecified"	"486"	12	17654	68.0 (Unreliable)	35.1	118.7	19.6	43.0 (Unreliable)	22.2	75.0	12.4	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"With pneumonia"	"487.0"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.6 (Unreliable)	0.1	20.1	3.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Emphysema"	"492"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.7 (Unreliable)	0.1	20.7	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Bronchiectasis"	"494"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.6 (Unreliable)	0.1	20.1	3.6	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Chronic airway obstruction, not elsewhere classified"	"496"	9	17654	51.0 (Unreliable)	23.3	96.8	17.0	33.1 (Unreliable)	15.1	62.8	11.1	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Due to inhalation of food or vomitus"	"507.0"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.7 (Unreliable)	0.1	20.7	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1988"	"1988"	"Postinflammatory pulmonary fibrosis"	"515"	1	17654	5.7 (Unreliable)	0.1	31.6	5.7	3.7 (Unreliable)	0.1	20.7	3.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1991"	"1991"	"Chronic airway obstruction, not elsewhere classified"	"496"	11	17645	62.3 (Unreliable)	31.1	111.5	18.8	38.8 (Unreliable)	19.4	69.4	11.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1995"	"1995"	"Chronic airway obstruction, not elsewhere classified"	"496"	12	18414	65.2 (Unreliable)	33.7	113.8	18.8	44.3 (Unreliable)	22.9	77.4	12.9	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1997"	"1997"	"Bronchopneumonia, organism unspecified"	"485"	23	18581	123.8	78.5	185.7	25.8	83.5	52.3	126.4	17.7	0.0%
	"Texas"	"48"	"Falls County, TX"	"48145"	"1998"	"1998"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	11	18648	59.0 (Unreliable)	29.4	105.5	17.8	40.7 (Unreliable)	20.3	72.8	12.4	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Pneumonia due to other specified bacteria"	"482.8"	1	23628	4.2 (Unreliable)	0.1	23.6	4.2	7.1 (Unreliable)	0.2	39.4	7.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Pneumonia, organism unspecified"	"486"	7	23628	29.6 (Unreliable)	11.9	61.0	11.2	18.6 (Unreliable)	7.5	38.4	7.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Emphysema"	"492"	5	23628	21.2 (Unreliable)	6.9	49.4	9.5	15.4 (Unreliable)	4.2	39.4	7.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Chronic airway obstruction, not elsewhere classified"	"496"	6	23628	25.4 (Unreliable)	9.3	55.3	10.4	15.0 (Unreliable)	5.5	32.7	6.2	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Due to inhalation of food or vomitus"	"507.0"	1	23628	4.2 (Unreliable)	0.1	23.6	4.2	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Postinflammatory pulmonary fibrosis"	"515"	1	23628	4.2 (Unreliable)	0.1	23.6	4.2	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1979"	"1979"	"Other diseases of lung"	"518.8"	1	23628	4.2 (Unreliable)	0.1	23.6	4.2	2.1 (Unreliable)	0.1	11.5	2.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Bronchopneumonia, organism unspecified"	"485"	2	24276	8.2 (Unreliable)	1.0	29.8	5.8	6.0 (Unreliable)	0.7	21.6	4.2	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Pneumonia, organism unspecified"	"486"	10	24276	41.2 (Unreliable)	19.8	75.8	13.0	29.1 (Unreliable)	13.3	55.3	9.7	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"With pneumonia"	"487.0"	2	24276	8.2 (Unreliable)	1.0	29.8	5.8	5.9 (Unreliable)	0.7	21.2	4.2	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Emphysema"	"492"	2	24276	8.2 (Unreliable)	1.0	29.8	5.8	5.5 (Unreliable)	0.7	19.8	3.9	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Chronic airway obstruction, not elsewhere classified"	"496"	3	24276	12.4 (Unreliable)	2.5	36.1	7.1	8.2 (Unreliable)	1.7	23.9	4.7	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Due to inhalation of food or vomitus"	"507.0"	1	24276	4.1 (Unreliable)	0.1	23.0	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Unspecified pleural effusion"	"511.9"	1	24276	4.1 (Unreliable)	0.1	23.0	4.1	5.5 (Unreliable)	0.1	30.8	5.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Postinflammatory pulmonary fibrosis"	"515"	1	24276	4.1 (Unreliable)	0.1	23.0	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1980"	"1980"	"Other diseases of lung"	"518.8"	1	24276	4.1 (Unreliable)	0.1	23.0	4.1	2.1 (Unreliable)	0.1	11.6	2.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"Pneumonia, organism unspecified"	"486"	11	24231	45.4 (Unreliable)	22.7	81.2	13.7	31.7 (Unreliable)	15.2	58.2	9.9	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"With other respiratory manifestations"	"487.1"	1	24231	4.1 (Unreliable)	0.1	23.0	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"Emphysema"	"492"	5	24231	20.6 (Unreliable)	6.7	48.2	9.2	17.0 (Unreliable)	4.6	43.5	8.4	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"Chronic airway obstruction, not elsewhere classified"	"496"	7	24231	28.9 (Unreliable)	11.6	59.5	10.9	16.8 (Unreliable)	6.8	34.7	6.4	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"Pulmonary congestion and hypostasis"	"514"	1	24231	4.1 (Unreliable)	0.1	23.0	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1981"	"1981"	"Pulmonary eosinophilia"	"518.3"	1	24231	4.1 (Unreliable)	0.1	23.0	4.1	3.0 (Unreliable)	0.1	16.7	3.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Acute bronchitis"	"466.0"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.3 (Unreliable)	0.1	12.6	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Other diseases of larynx, not elsewhere classified"	"478.7"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Bronchopneumonia, organism unspecified"	"485"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.3 (Unreliable)	0.1	12.6	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Pneumonia, organism unspecified"	"486"	15	24306	61.7 (Unreliable)	34.5	101.8	15.9	42.6 (Unreliable)	23.8	70.2	11.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Obstructive chronic bronchitis"	"491.2"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.9 (Unreliable)	0.1	16.1	2.9	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Emphysema"	"492"	2	24306	8.2 (Unreliable)	1.0	29.7	5.8	5.1 (Unreliable)	0.6	18.6	3.7	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Chronic airway obstruction, not elsewhere classified"	"496"	6	24306	24.7 (Unreliable)	9.1	53.7	10.1	16.3 (Unreliable)	6.0	35.4	6.7	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Due to inhalation of food or vomitus"	"507.0"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Pneumothorax"	"512"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.3 (Unreliable)	0.1	12.6	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Other diseases of lung"	"518.8"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1982"	"1982"	"Other diseases of trachea and bronchus, not elsewhere classified"	"519.1"	1	24306	4.1 (Unreliable)	0.1	22.9	4.1	2.6 (Unreliable)	0.1	14.4	2.6	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	2	24572	8.1 (Unreliable)	1.0	29.4	5.8	5.4 (Unreliable)	0.7	19.5	3.8	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Bronchopneumonia, organism unspecified"	"485"	2	24572	8.1 (Unreliable)	1.0	29.4	5.8	4.8 (Unreliable)	0.6	17.5	3.4	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Pneumonia, organism unspecified"	"486"	17	24572	69.2 (Unreliable)	40.3	110.8	16.8	48.0 (Unreliable)	27.4	77.9	12.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"With pneumonia"	"487.0"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"With other manifestations"	"487.8"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	2.3 (Unreliable)	0.1	12.8	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Bronchitis, not specified as acute or chronic"	"490"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	5.5 (Unreliable)	0.1	30.7	5.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Emphysema"	"492"	2	24572	8.1 (Unreliable)	1.0	29.4	5.8	5.4 (Unreliable)	0.7	19.5	3.8	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Asthma, unspecified"	"493.9"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	2.3 (Unreliable)	0.1	12.8	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Bronchiectasis"	"494"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Chronic airway obstruction, not elsewhere classified"	"496"	8	24572	32.6 (Unreliable)	14.1	64.2	11.5	21.2 (Unreliable)	9.2	41.8	7.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Other diseases of trachea and bronchus, not elsewhere classified"	"519.1"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	3.0 (Unreliable)	0.1	16.5	3.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1983"	"1983"	"Other diseases of respiratory system, not elsewhere classified"	"519.8"	1	24572	4.1 (Unreliable)	0.1	22.7	4.1	2.5 (Unreliable)	0.1	14.2	2.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Unspecified site"	"465.9"	1	24896	4.0 (Unreliable)	0.1	22.4	4.0	2.5 (Unreliable)	0.1	13.9	2.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Pneumococcal pneumonia [streptococcus pneumoniae pneumonia]"	"481"	2	24896	8.0 (Unreliable)	1.0	29.0	5.7	5.2 (Unreliable)	0.6	18.7	3.7	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Pneumonia due to klebsiella pneumoniae"	"482.0"	1	24896	4.0 (Unreliable)	0.1	22.4	4.0	2.3 (Unreliable)	0.1	12.9	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Pneumonia due to staphylococcus"	"482.4"	1	24896	4.0 (Unreliable)	0.1	22.4	4.0	2.9 (Unreliable)	0.1	16.2	2.9	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Bronchopneumonia, organism unspecified"	"485"	5	24896	20.1 (Unreliable)	6.5	46.9	9.0	13.3 (Unreliable)	4.3	31.0	6.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Pneumonia, organism unspecified"	"486"	14	24896	56.2 (Unreliable)	30.7	94.4	15.0	37.1 (Unreliable)	20.3	62.3	10.0	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Emphysema"	"492"	1	24896	4.0 (Unreliable)	0.1	22.4	4.0	2.3 (Unreliable)	0.1	12.9	2.3	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1984"	"1984"	"Chronic airway obstruction, not elsewhere classified"	"496"	7	24896	28.1 (Unreliable)	11.3	57.9	10.6	18.1 (Unreliable)	7.3	37.4	6.9	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1985"	"1985"	"Bronchopneumonia, organism unspecified"	"485"	4	24644	16.2 (Unreliable)	4.4	41.6	8.1	10.2 (Unreliable)	2.8	26.0	5.1	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1985"	"1985"	"Pneumonia, organism unspecified"	"486"	8	24644	32.5 (Unreliable)	14.0	64.0	11.5	22.8 (Unreliable)	9.8	44.9	8.2	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1985"	"1985"	"With pneumonia"	"487.0"	1	24644	4.1 (Unreliable)	0.1	22.6	4.1	2.5 (Unreliable)	0.1	13.8	2.5	0.0%
	"Texas"	"48"	"Fannin County, TX"	"48147"	"1985"	"1985"	"Chronic airway obstruction, not elsewhere classified"	"496"	6	24644	24.3 (Unreliable)	8.9	53.0	9.9	15.6 (Unreliable)	5.7	33.9	6.4	0.0%
